source_id,source_name,source_category,role,target_id,target_name,target_category,is_inverse
ind-physical-intelligence,Physical Intelligence (Pi),产业,manufacturer,sw-pi0,π0 (Pi-Zero),基础模型,1
ind-physical-intelligence,Physical Intelligence (Pi),产业,manufacturer,sw-pi0-fast,π0-FAST,基础模型,1
ind-physical-intelligence,Physical Intelligence (Pi),产业,manufacturer,sw-pi05,π0.5,基础模型,1
ind-deepmind-robotics,Google DeepMind Robotics,产业,manufacturer,sw-bcz-fm,BC-Z (Model),基础模型,1
ind-deepmind-robotics,Google DeepMind Robotics,产业,manufacturer,sw-dreamerv3,DreamerV3,基础模型,1
ind-deepmind-robotics,Google DeepMind Robotics,产业,manufacturer,sw-genie-2,Genie 2,基础模型,1
ind-deepmind-robotics,Google DeepMind Robotics,产业,manufacturer,sw-genie-3,Genie 3,基础模型,1
ind-deepmind-robotics,Google DeepMind Robotics,产业,manufacturer,sw-bc-z,BC-Z Dataset,数据集,1
ind-deepmind-robotics,Google DeepMind Robotics,产业,manufacturer,sw-language-table,Language Table,数据集,1
ind-deepmind-robotics,Google DeepMind Robotics,产业,manufacturer,sw-robovqa,RoboVQA,数据集,1
ind-deepmind-robotics,Google DeepMind Robotics,产业,manufacturer,sw7,Open X-Embodiment,数据集,1
ind-deepmind-robotics,Google DeepMind Robotics,产业,manufacturer,sw-mjpc,MuJoCo MPC (MJPC),算法框架,1
ind-deepmind-robotics,Google DeepMind Robotics,产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
ind-deepmind-robotics,Google DeepMind Robotics,产业,deployed-at,app-bimanual-housework,Bimanual Household Manipulation Research,应用场景,0
ind-deepmind-robotics,Google DeepMind Robotics,产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
ind-deepmind-robotics,Google DeepMind Robotics,产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
ind-skild,Skild AI,产业,invested-in,stg-vc-alexa-fund,Amazon Alexa Fund,资本,1
ind-skild,Skild AI,产业,invested-in,stg-vc-amazon-industrial-innovation,Amazon Industrial Innovation Fund,资本,1
ind-skild,Skild AI,产业,invested-in,stg-vc-bezos-expeditions,Bezos Expeditions,资本,1
ind-skild,Skild AI,产业,invested-in,stg-vc-coatue,Coatue,资本,1
ind-skild,Skild AI,产业,invested-in,stg-vc-crv,CRV,资本,1
ind-skild,Skild AI,产业,invested-in,stg-vc-felicis,Felicis Ventures,资本,1
ind-skild,Skild AI,产业,invested-in,stg-vc-general-catalyst,General Catalyst,资本,1
ind-skild,Skild AI,产业,invested-in,stg-vc-lightspeed,Lightspeed Venture Partners,资本,1
ind-skild,Skild AI,产业,invested-in,stg-vc-menlo-ventures,Menlo Ventures,资本,1
ind-skild,Skild AI,产业,invested-in,stg-vc-softbank,SoftBank Group,资本,1
ind-skild,Skild AI,产业,invested-in,stg-vc-sv-angel,SV Angel,资本,1
ind-skild,Skild AI,产业,invested-in,vc1,Sequoia Capital,资本,1
ind-skild,Skild AI,产业,affiliated-with,lab-cmu-ri,CMU Robotics Institute,实验室,0
ind-skild,Skild AI,产业,manufacturer,sw-skild-brain,Skild Brain,基础模型,1
ind-pickle,Pickle Robot,产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
ind-pickle,Pickle Robot,产业,deployed-at,app-cleaning,Commercial Cleaning,应用场景,0
ind-pickle,Pickle Robot,产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
ind-pickle,Pickle Robot,产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
ind-pickle,Pickle Robot,产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
ind-pickle,Pickle Robot,产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
ind-pickle,Pickle Robot,产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
ind-pickle,Pickle Robot,产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
ind-hello-robot,Hello Robot,产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
ind-hello-robot,Hello Robot,产业,deployed-at,app-cleaning,Commercial Cleaning,应用场景,0
ind-hello-robot,Hello Robot,产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
ind-hello-robot,Hello Robot,产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
ind-hello-robot,Hello Robot,产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
ind-hello-robot,Hello Robot,产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
ind-hello-robot,Hello Robot,产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
ind-hello-robot,Hello Robot,产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
vc-a16z,Andreessen Horowitz (a16z),资本,invested-in,ind-agility,Agility Robotics,产业,0
vc-khosla,Khosla Ventures,资本,invested-in,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
vc-lux,Lux Capital,资本,invested-in,ind-physical-intelligence,Physical Intelligence (Pi),产业,0
vc-bessemer,Bessemer Venture Partners,资本,invested-in,ind-anybotics,ANYbotics,产业,0
vc-gv,GV (Google Ventures),资本,invested-in,ind-apptronik,Apptronik,产业,0
vc-tiger-global,Tiger Global Management,资本,invested-in,ind-1x,1X Technologies,产业,0
vc-ggv,GGV Capital / Granite Asia,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
vc-hongshan,HongShan 红杉中国 (Sequoia China),资本,invested-in,ind-unitree,Unitree Robotics (宇树科技),产业,0
vc-idg,IDG Capital,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
vc-source-code,Source Code Capital 源码资本,资本,invested-in,ind-booster,Booster Robotics,产业,0
vc-source-code,Source Code Capital 源码资本,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
vc-source-code,Source Code Capital 源码资本,资本,invested-in,ind-unitree,Unitree Robotics (宇树科技),产业,0
vc-source-code,Source Code Capital 源码资本,资本,invested-in,stg-ind-mechmind,Mech-Mind Robotics (梅卡曼德),产业,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-bcz-fm,BC-Z (Model),基础模型,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-octo,Octo,基础模型,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-pi0,π0 (Pi-Zero),基础模型,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-pi0-fast,π0-FAST,基础模型,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-bc-z,BC-Z Dataset,数据集,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-bridgedata-v2,BridgeData V2,数据集,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-droid,DROID,数据集,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-mobile-aloha,Mobile ALOHA Dataset,数据集,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw4,RoboMimic,算法框架,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-behavior-1k,BEHAVIOR-1K,评测基准,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-meta-world,Meta-World,评测基准,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-roboarena,RoboArena,评测基准,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-simplerenv,SimplerEnv (SIMPLER),评测基准,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-act,ACT (Action Chunking with Transformers),控制算法,0
lab-sail,Stanford SAIL,实验室,affiliated-with,sw-wbc-sentis,Whole-Body Control (Operational-Space),控制算法,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,affiliated-with,sw-bcz-fm,BC-Z (Model),基础模型,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,affiliated-with,sw-daydreamer,DayDreamer,基础模型,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,affiliated-with,sw-octo,Octo,基础模型,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,affiliated-with,sw-pi0,π0 (Pi-Zero),基础模型,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,affiliated-with,sw-bc-z,BC-Z Dataset,数据集,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,affiliated-with,sw-berkeley-ur5,Berkeley UR5 Demonstration Dataset,数据集,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,affiliated-with,sw-bridgedata-v2,BridgeData V2,数据集,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,affiliated-with,sw-droid,DROID,数据集,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,affiliated-with,sw-meta-world,Meta-World,评测基准,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,affiliated-with,sw-roboarena,RoboArena,评测基准,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,affiliated-with,sw-simplerenv,SimplerEnv (SIMPLER),评测基准,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,affiliated-with,sw-act,ACT (Action Chunking with Transformers),控制算法,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,affiliated-with,sw-sac-minitaur,SAC for Legged Locomotion,控制算法,0
lab-bair-autolab,UC Berkeley AUTOLab (BAIR),实验室,related,teleop-gello,GELLO,数采 & 遥操,0
lab-mit-csail,MIT CSAIL,实验室,affiliated-with,sw-gensim,GenSim,评测基准,0
lab-mit-csail,MIT CSAIL,实验室,affiliated-with,sw-robogen,RoboGen,评测基准,0
lab-mit-csail,MIT CSAIL,实验室,affiliated-with,sw-diffusion-policy,Diffusion Policy,控制算法,0
lab-mit-csail,MIT CSAIL,实验室,affiliated-with,sw-drake,Drake,仿真平台,0
lab-mit-csail,MIT CSAIL,实验室,affiliated-with,sw-genesis,Genesis,仿真平台,0
lab-cmu-ri,CMU Robotics Institute,实验室,affiliated-with,ind-skild,Skild AI,产业,0
lab-cmu-ri,CMU Robotics Institute,实验室,affiliated-with,sw-octo,Octo,基础模型,0
lab-cmu-ri,CMU Robotics Institute,实验室,affiliated-with,sw-robonet,RoboNet,数据集,0
lab-cmu-ri,CMU Robotics Institute,实验室,affiliated-with,sw-robogen,RoboGen,评测基准,0
lab-nyu-grail,NYU GRAIL (General Robotics & AI Lab),实验室,related,h4,HUMA,灵巧手 & 夹爪,0
lab-eth-rsl,ETH Zurich Robotic Systems Lab (RSL),实验室,affiliated-with,sw-anymal-rl,ANYmal RL Locomotion Controller,控制算法,0
lab-eth-rsl,ETH Zurich Robotic Systems Lab (RSL),实验室,affiliated-with,sw-ocs2,OCS2,控制算法,0
lab-tsinghua-tea,Tsinghua Embodied AI Lab (TEA Lab),实验室,affiliated-with,sw-cogact,CogACT,基础模型,0
lab-tsinghua-tea,Tsinghua Embodied AI Lab (TEA Lab),实验室,affiliated-with,sw-rdt-1b,RDT-1B,基础模型,0
lab-tsinghua-tea,Tsinghua Embodied AI Lab (TEA Lab),实验室,affiliated-with,sw-roboflamingo,RoboFlamingo,基础模型,0
lab-tsinghua-tea,Tsinghua Embodied AI Lab (TEA Lab),实验室,affiliated-with,sw-gensim,GenSim,评测基准,0
lab-tsinghua-tea,Tsinghua Embodied AI Lab (TEA Lab),实验室,affiliated-with,sw-robogen,RoboGen,评测基准,0
lab-shanghai-ailab,Shanghai AI Lab — Embodied AI Center 上海人工智能实验室,实验室,affiliated-with,sw-agibot-world,AgiBot World (Colosseo),数据集,0
lab-usc-lira,USC LIRA Lab (Learning & Interactive Robot Autonomy),实验室,affiliated-with,sw-furniturebench,FurnitureBench,评测基准,0
lab-kaist-hubo,KAIST HUBO Lab,实验室,affiliated-with,sw-furniturebench,FurnitureBench,评测基准,0
lab-kaist-hubo,KAIST HUBO Lab,实验室,affiliated-with,sw-centroidal-dynamics,Centroidal Dynamics,控制算法,0
lab-gatech-irim,Georgia Tech IRIM,实验室,affiliated-with,sw-habitat2,Habitat 2.0 (HAB),评测基准,0
lab-imperial-prl,Imperial College Personal Robotics Lab,实验室,affiliated-with,sw-rlbench,RLBench,评测基准,0
lab-upenn-grasp,UPenn GRASP Lab,实验室,affiliated-with,sw-robonet,RoboNet,数据集,0
lab-upenn-grasp,UPenn GRASP Lab,实验室,affiliated-with,sw-eureka,Eureka,评测基准,0
stg-ind-leju,Leju Robotics (乐聚机器人),产业,manufacturer,f123,XTRON KUAVO-MY,整机平台,1
stg-ind-leju,Leju Robotics (乐聚机器人),产业,manufacturer,f39,KUAVO-S,整机平台,1
stg-ind-leju,Leju Robotics (乐聚机器人),产业,manufacturer,f56,ROBAN 2,整机平台,1
stg-ind-leju,Leju Robotics (乐聚机器人),产业,manufacturer,f61,KUAVO-MY,整机平台,1
stg-ind-leju,Leju Robotics (乐聚机器人),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
stg-ind-leju,Leju Robotics (乐聚机器人),产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
stg-ind-leju,Leju Robotics (乐聚机器人),产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
stg-ind-leju,Leju Robotics (乐聚机器人),产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
stg-ind-leju,Leju Robotics (乐聚机器人),产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
stg-ind-leju,Leju Robotics (乐聚机器人),产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
stg-ind-leju,Leju Robotics (乐聚机器人),产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
stg-ind-engineai,EngineAI (众擎机器人),产业,invested-in,stg-vc-jd,JD.com 京东,资本,1
stg-ind-engineai,EngineAI (众擎机器人),产业,manufacturer,f106,SE01,整机平台,1
stg-ind-engineai,EngineAI (众擎机器人),产业,manufacturer,f44,PM01,整机平台,1
stg-ind-engineai,EngineAI (众擎机器人),产业,manufacturer,f50,SA02,整机平台,1
stg-ind-engineai,EngineAI (众擎机器人),产业,manufacturer,f67,T800,整机平台,1
stg-ind-kepler,Kepler Robotics (开普勒机器人),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
stg-ind-kepler,Kepler Robotics (开普勒机器人),产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
stg-ind-kepler,Kepler Robotics (开普勒机器人),产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
stg-ind-kepler,Kepler Robotics (开普勒机器人),产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
stg-ind-kepler,Kepler Robotics (开普勒机器人),产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
stg-ind-kepler,Kepler Robotics (开普勒机器人),产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
stg-ind-kepler,Kepler Robotics (开普勒机器人),产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
stg-ind-pndbotics,PNDbotics,产业,manufacturer,f12,ADAM G0,整机平台,1
stg-ind-pndbotics,PNDbotics,产业,manufacturer,f124,ADAM LITE,整机平台,1
stg-ind-noetix,Noetix Robotics (松延动力),产业,manufacturer,f32,DORA,整机平台,1
stg-ind-noetix,Noetix Robotics (松延动力),产业,manufacturer,f77,HOBBS,整机平台,1
stg-ind-noetix,Noetix Robotics (松延动力),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
stg-ind-noetix,Noetix Robotics (松延动力),产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
stg-ind-noetix,Noetix Robotics (松延动力),产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
stg-ind-noetix,Noetix Robotics (松延动力),产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
stg-ind-noetix,Noetix Robotics (松延动力),产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
stg-ind-noetix,Noetix Robotics (松延动力),产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
stg-ind-noetix,Noetix Robotics (松延动力),产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
stg-ind-magiclab,MagicLab (魔法原子),产业,manufacturer,f30,MAGICBOT,整机平台,1
stg-ind-magiclab,MagicLab (魔法原子),产业,manufacturer,h47,MAGICAND S01,灵巧手 & 夹爪,1
stg-ind-matrix,Matrix Robotics (矩阵超智),产业,manufacturer,f22,MATRIX 1,整机平台,1
stg-ind-matrix,Matrix Robotics (矩阵超智),产业,manufacturer,f96,MATRIX 4,整机平台,1
stg-ind-matrix,Matrix Robotics (矩阵超智),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
stg-ind-matrix,Matrix Robotics (矩阵超智),产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
stg-ind-matrix,Matrix Robotics (矩阵超智),产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
stg-ind-matrix,Matrix Robotics (矩阵超智),产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
stg-ind-matrix,Matrix Robotics (矩阵超智),产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
stg-ind-matrix,Matrix Robotics (矩阵超智),产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
stg-ind-matrix,Matrix Robotics (矩阵超智),产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
stg-ind-lumos,Lumos Robotics (光魔机器人),产业,manufacturer,f37,LUS2,整机平台,1
stg-ind-lumos,Lumos Robotics (光魔机器人),产业,manufacturer,f60,NIX,整机平台,1
stg-ind-lumos,Lumos Robotics (光魔机器人),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
stg-ind-lumos,Lumos Robotics (光魔机器人),产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
stg-ind-lumos,Lumos Robotics (光魔机器人),产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
stg-ind-lumos,Lumos Robotics (光魔机器人),产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
stg-ind-lumos,Lumos Robotics (光魔机器人),产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
stg-ind-lumos,Lumos Robotics (光魔机器人),产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
stg-ind-lumos,Lumos Robotics (光魔机器人),产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
stg-ind-xhumanoid,X-Humanoid (北京人形机器人创新中心),产业,manufacturer,f41,TIAN YI 2.0,整机平台,1
stg-ind-phybot,Phybot (北京动易科技),产业,manufacturer,f138,PHYBOT C1,整机平台,1
stg-ind-phybot,Phybot (北京动易科技),产业,manufacturer,f52,PHYBOT M1,整机平台,1
stg-ind-pudu,Pudu Robotics (普渡科技),产业,manufacturer,f120,PUDU D7,整机平台,1
stg-ind-pudu,Pudu Robotics (普渡科技),产业,manufacturer,f127,PUDU D9,整机平台,1
stg-ind-pudu,Pudu Robotics (普渡科技),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
stg-ind-pudu,Pudu Robotics (普渡科技),产业,deployed-at,app-cleaning,Commercial Cleaning,应用场景,0
stg-ind-pudu,Pudu Robotics (普渡科技),产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
stg-ind-pudu,Pudu Robotics (普渡科技),产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
stg-ind-pudu,Pudu Robotics (普渡科技),产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
stg-ind-pudu,Pudu Robotics (普渡科技),产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
stg-ind-pudu,Pudu Robotics (普渡科技),产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
stg-ind-pudu,Pudu Robotics (普渡科技),产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
stg-ind-dobot,Dobot Robotics (越疆科技),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
stg-ind-dobot,Dobot Robotics (越疆科技),产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
stg-ind-dobot,Dobot Robotics (越疆科技),产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
stg-ind-dobot,Dobot Robotics (越疆科技),产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
stg-ind-dobot,Dobot Robotics (越疆科技),产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
stg-ind-dobot,Dobot Robotics (越疆科技),产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
stg-ind-dobot,Dobot Robotics (越疆科技),产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
stg-ind-elephant,Elephant Robotics (大象机器人),产业,manufacturer,f93,Mercury X1,整机平台,1
stg-ind-elephant,Elephant Robotics (大象机器人),产业,manufacturer,a6,ultraArm P340,机械臂,1
stg-ind-elephant,Elephant Robotics (大象机器人),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
stg-ind-elephant,Elephant Robotics (大象机器人),产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
stg-ind-elephant,Elephant Robotics (大象机器人),产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
stg-ind-elephant,Elephant Robotics (大象机器人),产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
stg-ind-elephant,Elephant Robotics (大象机器人),产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
stg-ind-elephant,Elephant Robotics (大象机器人),产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
stg-ind-elephant,Elephant Robotics (大象机器人),产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
stg-ind-robstride,RobStride Dynamics (灵足时代),产业,manufacturer,joint-robstride-01,Robstride 01,关节模组,1
stg-ind-robstride,RobStride Dynamics (灵足时代),产业,manufacturer,joint-robstride-02,Robstride 02,关节模组,1
stg-ind-robstride,RobStride Dynamics (灵足时代),产业,manufacturer,joint-robstride-03,Robstride 03,关节模组,1
stg-ind-robstride,RobStride Dynamics (灵足时代),产业,manufacturer,joint-robstride-04,Robstride 04,关节模组,1
stg-ind-robstride,RobStride Dynamics (灵足时代),产业,manufacturer,joint-robstride-06,Robstride 06,关节模组,1
stg-ind-robstride,RobStride Dynamics (灵足时代),产业,deployed-at,app-inspection,Industrial Inspection & Maintenance,应用场景,0
stg-ind-inspire,Inspire-Robots (因时机器人),产业,deployed-at,app-cleaning,Commercial Cleaning,应用场景,0
stg-ind-inspire,Inspire-Robots (因时机器人),产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
stg-ind-inspire,Inspire-Robots (因时机器人),产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
stg-ind-inspire,Inspire-Robots (因时机器人),产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
stg-ind-paxini,PaXini Tech (帕西尼感知),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
stg-ind-paxini,PaXini Tech (帕西尼感知),产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
stg-ind-steadywin,SteadyWin,产业,manufacturer,joint-steadywin-gim6010-8,SteadyWin GIM6010-8,关节模组,1
stg-ind-steadywin,SteadyWin,产业,manufacturer,joint-steadywin-gim8108-8,SteadyWin GIM8108-8,关节模组,1
stg-ind-steadywin,SteadyWin,产业,manufacturer,joint-steadywin-gim8115-6,SteadyWin GIM8115-6,关节模组,1
stg-ind-mechmind,Mech-Mind Robotics (梅卡曼德),产业,invested-in,vc-source-code,Source Code Capital 源码资本,资本,1
stg-ind-mechmind,Mech-Mind Robotics (梅卡曼德),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
stg-ind-mechmind,Mech-Mind Robotics (梅卡曼德),产业,deployed-at,app-bimanual-housework,Bimanual Household Manipulation Research,应用场景,0
stg-ind-mechmind,Mech-Mind Robotics (梅卡曼德),产业,deployed-at,app-construction,Autonomous Construction Equipment,应用场景,0
stg-ind-mechmind,Mech-Mind Robotics (梅卡曼德),产业,deployed-at,app-education-stem,Education & STEM Robotics,应用场景,0
stg-ind-mechmind,Mech-Mind Robotics (梅卡曼德),产业,deployed-at,app-healthcare-companion,Healthcare & Companion Robotics,应用场景,0
stg-ind-mechmind,Mech-Mind Robotics (梅卡曼德),产业,deployed-at,app-hospitality,Hospitality / Food Service,应用场景,0
stg-ind-mechmind,Mech-Mind Robotics (梅卡曼德),产业,deployed-at,app-last-mile-delivery,Last-Mile Sidewalk Delivery,应用场景,0
stg-ind-mechmind,Mech-Mind Robotics (梅卡曼德),产业,deployed-at,app-warehouse,Warehouse Fulfillment,应用场景,0
stg-ind-hesai,Hesai Technology (禾赛科技),产业,invested-in,stg-vc-zhenfund,真格基金 ZhenFund,资本,1
stg-ind-hesai,Hesai Technology (禾赛科技),产业,deployed-at,app-agriculture,Precision Agriculture,应用场景,0
stg-ind-livox,Livox (览沃科技),产业,manufacturer,sensor-livox-hap,HAP (TX),传感器,1
stg-ind-livox,Livox (览沃科技),产业,manufacturer,sensor-livox-mid360,Mid-360,传感器,1
stg-ind-livox,Livox (览沃科技),产业,manufacturer,sensor-livox-mid40,Mid-40,传感器,1
stg-ind-orbbec,Orbbec (奥比中光),产业,manufacturer,sensor-orbbec-femto-bolt,Femto Bolt,传感器,1
stg-ind-orbbec,Orbbec (奥比中光),产业,manufacturer,sensor-orbbec-femto-mega,Femto Mega,传感器,1
stg-ind-orbbec,Orbbec (奥比中光),产业,manufacturer,sensor-orbbec-gemini-335,Gemini 335,传感器,1
stg-ind-orbbec,Orbbec (奥比中光),产业,manufacturer,sensor-orbbec-gemini-335le,Gemini 335Le,传感器,1
stg-lab-baai,BAAI 北京智源人工智能研究院,实验室,affiliated-with,sw-robomind,RoboMIND,数据集,0
stg-lab-msra,MSRA 微软亚洲研究院,实验室,affiliated-with,sw-cogact,CogACT,基础模型,0
stg-lab-sjtu,SJTU 上海交通大学,实验室,affiliated-with,sw-rh20t,RH20T,数据集,0
stg-vc-tencent,Tencent Investment 腾讯投资,资本,invested-in,ind-agibot,AgiBot (智元机器人),产业,0
stg-vc-tencent,Tencent Investment 腾讯投资,资本,invested-in,ind-unitree,Unitree Robotics (宇树科技),产业,0
stg-vc-alibaba,Alibaba 阿里巴巴战投,资本,invested-in,ind-limx,LimX Dynamics,产业,0
stg-vc-alibaba,Alibaba 阿里巴巴战投,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-alibaba,Alibaba 阿里巴巴战投,资本,invested-in,ind-unitree,Unitree Robotics (宇树科技),产业,0
stg-vc-catl,CATL 宁德时代,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
stg-vc-geely,Geely Capital 吉利资本,资本,invested-in,ind-robot-era,Robot Era (星动纪元),产业,0
stg-vc-geely,Geely Capital 吉利资本,资本,invested-in,ind-unitree,Unitree Robotics (宇树科技),产业,0
stg-vc-meituan,Meituan Strategy 美团战投,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
stg-vc-meituan,Meituan Strategy 美团战投,资本,invested-in,ind-unitree,Unitree Robotics (宇树科技),产业,0
stg-vc-zhenfund,真格基金 ZhenFund,资本,invested-in,stg-ind-hesai,Hesai Technology (禾赛科技),产业,0
stg-vc-qiming,启明创投 Qiming Venture Partners,资本,invested-in,ind-booster,Booster Robotics,产业,0
stg-vc-qiming,启明创投 Qiming Venture Partners,资本,invested-in,ind-galbot,Galbot (银河通用),产业,0
